song_Id,gmt_create_total,action_type2,action_type3,Ds,publish_time,song_init_plays,language,gender,action_type1
0777ecb81f7de5b6c6f02fbc170dbb7f,4275482400,1,0,20150301,19910701,12268,1,2,2
09b08e90b0cb7de2ed791339c0fdf7f3,1425168000,0,0,20150301,19900308,1812,1,2,1
0ab453d6028825086659ca32b5a45207,1425146400,0,0,20150301,19961201,3539,1,2,1
0acad753ef4e32a5e90fd5b186cd93d8,1425182400,0,0,20150301,19980101,826,1,2,1
0cc60b007874665c2df427a2d0553606,24228154800,5,0,20150301,20060425,140677,1,2,12
14cfeacb7e273eb1d0a9f5b10da319ef,1425218400,0,0,20150301,20030201,51926,1,2,1
1596463366efc4d8e2a9fbac98474e1c,1425175200,0,0,20150301,19970101,13915,1,2,1
19f5be4acef5619b014e53bed3c840a3,2850310800,1,0,20150301,19951001,17037,1,2,1
1f1017e741932b93395cca7cb03c8672,4275532800,0,0,20150301,19900308,617,1,2,3
2a87932400c32930b00063087eb4f7fa,1425146400,0,0,20150301,19991001,6393,1,2,1
2c0b6b7fa13af558306d7ecdc43f48d6,1425160800,0,0,20150301,19990501,6982,11,2,1
2d55679a244ff1398c994cb8e0545ae1,161046550800,27,0,20150301,19961201,675090,1,2,86
3d69247689acd00c32cbb36d8fe2c29d,1425200400,0,0,20150301,19970701,392,11,2,1
3e413f7a310ad46eb3d722e8a700d342,2850339600,1,0,20150301,20030201,12479,1,2,1
4f2c6f95ab26e216b6b9c61aecfd5ff4,1425211200,0,0,20150301,19941001,3490,1,2,1
563bdf60b35d33e9c97ff57f458122c1,2850361200,2,0,20150301,20030201,28275,1,2,0
5a2a08561b174f6c6775518375656331,1425168000,0,0,20150301,19960601,20008,1,2,1
5d99e2e71096ab87fdfd9cf697d83ecc,37054738800,7,0,20150301,19980101,171532,1,2,19
5fcebd19576c4c048296e19425bf59c6,1425222000,0,0,20150301,19951001,3151,1,2,1
60db76666982a1df1992f2a48832edc4,2850361200,2,0,20150301,20071120,36327,1,2,0
660eba10f6ad7fc6d4739e8dab8d5e23,1425146400,1,0,20150301,19990101,24006,1,2,0
681ec90f0b50cac4a027979c2e3336f5,1425168000,0,0,20150301,19900308,1758,1,2,1
6a968753356c0104384a06ecbdc427f0,2850379200,0,0,20150301,20030201,12672,1,2,2
6b3e04246c92b46f7531a567f1503329,1425168000,0,0,20150301,19900308,822,1,2,1
70fccc2e491d89719f6bd385c1303a75,2850310800,1,0,20150301,20011201,24337,1,2,1
720313f19ec784dd7bbae343190ae71a,59857945200,7,0,20150301,19960601,611444,1,2,35
74943b5930706bfa7ffa100035d235dc,1425182400,0,0,20150301,19980101,1554,1,2,1
756ac2ad17ab712e46024fac15c6da96,1425168000,0,0,20150301,19900308,955,1,2,1
78b0055fdd6531fa560dfeba910508d2,1425211200,0,0,20150301,20011201,7940,1,2,1
791ecb9267dc8e6a2df1220ca2e6d262,14251946400,1,0,20150301,20030201,141166,1,2,9
85077b23ac65131d42d9f93c97088142,1425211200,0,0,20150301,19970801,66055,1,2,1
936f24abf2295171a620170849073dc3,18527385600,1,0,20150301,20060425,73978,1,2,12
94f6df44f509fda4c7505d0dad16266d,1425196800,0,0,20150301,20020601,51068,1,2,1
9973f828ad7e1a77113b43b4b49d484c,1425222000,0,0,20150301,20060425,8692,1,2,1
99ae2a5d85e79ff400eea82f04801d88,1425146400,1,0,20150301,20071120,13751,1,2,0
9b148bab18508622efe25772adc2e103,1425189600,0,0,20150301,19990501,3232,11,2,1
a12a661e75d4878ffe5686817f70e857,8551126800,2,0,20150301,20071120,114561,1,2,4
a1eec5ee6bc128434c744620094aab24,4275633600,1,0,20150301,20030201,60571,1,2,2
a2bb06d2bbd709d8e7933a035504d675,1425175200,0,0,20150301,19961201,6964,1,2,1
a8d19459617a3d9393252ba0f006b0af,4275475200,0,0,20150301,19960601,101433,1,2,3
a8ecc14c1ccfc29ebfe8a2c31e04625a,2850444000,1,0,20150301,19980101,16261,1,2,1
acb934c1b4bc100eef7d142138332eac,5700798000,3,0,20150301,19970801,108166,1,2,1
af9dd4d86617ecc676094b3292d743cf,1425171600,0,0,20150301,19900308,590,1,2,1
bcead91f7bd8a2234c801391d5c33043,2850361200,0,0,20150301,19980101,12134,1,2,2
c03666283950dc5d3e27d832adcbeb47,1425196800,0,0,20150301,19990501,3719,11,2,1
cb636693849efec45b66cf299c496fb3,1425175200,1,0,20150301,20011201,19021,1,2,0
de11f1a482c13c024aa73b436a287916,1425218400,0,0,20150301,19980101,26575,1,2,1
e1698fb767c9f59b4cf9927f40679e6e,71259494400,4,0,20150301,20011201,1058281,1,2,46
e16ea12e78d2cfc183a086f523b3f0f1,4275525600,1,0,20150301,20071120,27157,1,2,2
e33971e38be2c6adb796055984f2b574,1425182400,0,0,20150301,19980101,1000,1,2,1
e55750f47591890dd9f2a16735204719,14251813200,2,0,20150301,20011201,221062,1,2,8
fd8753c2583a81da3c6354e8623e0e45,1425168000,0,0,20150301,19900308,14194,1,2,1
feac78b5d44df3c0813be7938b82b1e0,1425218400,0,0,20150301,19930610,904,1,2,1
0777ecb81f7de5b6c6f02fbc170dbb7f,2850555600,0,0,20150302,19910701,12268,1,2,2
0acad753ef4e32a5e90fd5b186cd93d8,1425308400,1,0,20150302,19980101,826,1,2,0
0cc60b007874665c2df427a2d0553606,15677978400,6,0,20150302,20060425,140677,1,2,5
13ec804fadc061d38df6e903ee1c3444,2850548400,0,0,20150302,19960201,17666,11,2,2
14cfeacb7e273eb1d0a9f5b10da319ef,4275799200,1,0,20150302,20030201,51926,1,2,2
1596463366efc4d8e2a9fbac98474e1c,4275795600,0,0,20150302,19970101,13915,1,2,3
15b31fa39a0d73fedf501ca1427fb02d,1425250800,1,0,20150302,20060425,4142,1,2,0
19f5be4acef5619b014e53bed3c840a3,2850548400,0,0,20150302,19951001,17037,1,2,2
1a0dffad488c57ae251738ddbd32c161,4275846000,1,0,20150302,19980101,10294,1,2,2
1b8125b3f639508fe33701882492ef03,2850541200,1,0,20150302,20030201,10667,1,2,1
2361c7c10e7a185acf1d891838493b9b,1425265200,1,0,20150302,20030201,4223,1,2,0
24762a0836dc23d575299efa5d1b9491,4275828000,1,0,20150302,20030201,9403,1,2,2
2c0b6b7fa13af558306d7ecdc43f48d6,1425261600,0,0,20150302,19990501,6982,11,2,1
2d55679a244ff1398c994cb8e0545ae1,141102579600,19,0,20150302,19961201,675090,1,2,80
314c2aa1e91a1e1e472c3025e48cfca3,2850548400,0,0,20150302,20060425,15761,1,2,2
3379ef060acc1d8ea2c373611583e5dc,2850562800,0,0,20150302,19980101,8830,1,2,2
3d69247689acd00c32cbb36d8fe2c29d,1425225600,0,0,20150302,19970701,392,11,2,1
3e413f7a310ad46eb3d722e8a700d342,2850534000,1,0,20150302,20030201,12479,1,2,1
4389aee47e133c5d30249910e52ffeef,1425268800,0,0,20150302,20071120,12921,1,2,1
469066e0676d00d7bd010006242ff0a5,1425265200,1,0,20150302,20030201,3615,1,2,0
4b05197617f67d17fc81fbe28e54082e,9976924800,2,0,20150302,20030201,20432,1,2,5
563bdf60b35d33e9c97ff57f458122c1,4275810000,1,0,20150302,20030201,28275,1,2,2
5a2a08561b174f6c6775518375656331,7126401600,1,0,20150302,19960601,20008,1,2,4
5d8c3be7df3d0f9cea330c552e0e4042,5701100400,1,0,20150302,19991001,10375,1,2,3
5d99e2e71096ab87fdfd9cf697d83ecc,37057190400,10,0,20150302,19980101,171532,1,2,16
60db76666982a1df1992f2a48832edc4,8551638000,1,0,20150302,20071120,36327,1,2,5
63d855b30edf86dfd2c0f931de3ae56b,1425250800,1,0,20150302,20020601,2387,1,2,0
6410055f78016412515650cf78a81266,4275853200,1,0,20150302,20071120,32997,1,2,2
660eba10f6ad7fc6d4739e8dab8d5e23,4275831600,0,0,20150302,19990101,24006,1,2,3
665c907b8be3ffca259db2f0cc45f40e,1425225600,0,0,20150302,19970701,485,11,2,1
6a968753356c0104384a06ecbdc427f0,2850530400,1,0,20150302,20030201,12672,1,2,1
