song_Id,gmt_create_total,action_type2,action_type3,Ds,publish_time,song_init_plays,language,gender,action_type1
0099548a68ee002fd67ddd7eb3704135,1425139200,1,0,20150301,20140613,1194,4,3,0
00f972abc543b6245c00ca3aae21167e,7125973200,3,0,20150301,20141212,6061,4,3,2
0136e4c353c5ea29ffea1e7e912077ec,99763372800,15,0,20150301,20070514,1029471,4,3,55
01a535c5f0c13653b831b69f0c20a5d9,2850343200,2,0,20150301,20141212,2794,4,3,0
023f8d9880ba5c3a6f32027ac59e516d,4275442800,2,0,20150301,20001024,5720,4,3,1
03103546f460f86660c0a48f361befbb,4275464400,3,0,20150301,20001024,27024,4,3,0
03a389a5fb56ce32ea0bb613357766a8,1425139200,1,0,20150301,20140613,1181,4,3,0
04078360726bca787a685da0cbc10051,2850343200,2,0,20150301,20141212,3767,4,3,0
0416af08ade408a4de2803ca57728111,5700682800,2,0,20150301,20120620,4859,4,3,2
048c4af22120def9824f294d096a6d01,2850289200,2,0,20150301,20120620,5407,4,3,0
0554880d4811c3864d9742d461756e3c,1425157200,0,0,20150301,20020730,18092,4,3,1
059c07144b647e47bee1ecf69003e18e,1425182400,0,0,20150301,20031118,6454,4,3,1
05ffd18a06351afc9dd668491bb902fd,15676923600,4,0,20150301,20120620,111096,4,3,7
070e9ec0f4e8c77854c1671637ef1968,4275558000,3,0,20150301,20141212,3047,4,3,0
074ba42d2bad037b37041b784da92879,15676981200,3,0,20150301,20030325,62212,4,3,8
078f9e9772b79c3742757035b36ff956,2850411600,0,0,20150301,20121201,6971,4,3,2
096e604f7b152fad0246ae731ed8ca73,62708371200,9,0,20150301,20030325,766057,4,3,35
0a94a010cb63cb9597262ae863ddb02d,1425139200,1,0,20150301,20140613,991,4,3,0
0afac1f8083182d1f84c29bbe6fecbef,2850292800,1,0,20150301,20140613,1107,4,3,1
0c1a0eddb91a471a76fea1b3ee9b7f6f,4275486000,3,0,20150301,20140613,47351,4,3,0
0c55b9f873b5fa2f5860ee7cee611474,2850289200,2,0,20150301,20001024,4994,4,3,0
0ebd8b3fdc91d213ef6d8eed11e65b11,2850343200,1,0,20150301,20020730,11804,4,3,1
0efdd830b1515913170635c0d0cc4290,106889302800,10,1,20150301,20150218,3397,4,3,64
0f0cd6078ffb0b0674cf2515dacdde00,1425214800,0,0,20150301,20101020,3785,4,3,1
0f702ec7ce36d727280eae018032b382,158195386800,22,0,20150301,20090518,1466453,4,3,89
10e7115987159e36afaf4a0e3c011efb,4275482400,2,0,20150301,20120620,6295,4,3,1
114b019b2b898c0cbfad48c97e914a94,2850393600,0,0,20150301,20121201,17709,4,3,2
1190536a6dca1682d944da0426105c22,4275464400,3,0,20150301,20001024,35973,4,3,0
127d47d677ab039db535e5fe96a62f1c,1425193200,1,0,20150301,19990509,4046,4,3,0
12dcde6eaff8e4a045f372894cab9731,2850318000,1,0,20150301,20030325,8870,4,3,1
13009f6f426c65f00a242f987e9bf8e7,1425142800,1,0,20150301,20131118,9645,4,3,0
1370368e325b3ef7c52eddfc579b956a,1425211200,0,0,20150301,20081121,9598,4,3,1
14766dbaea75a787092b9086ba7bd6e4,2850350400,0,0,20150301,20100802,25859,4,3,2
147c95ed362731fb12198853f367b069,1425175200,0,0,20150301,20110531,6136,4,3,1
14ed9b127cd5db69b98ff77edfee0092,1425171600,1,0,20150301,20140812,11959,4,3,0
183a8493f96f10d8dfe9ef8987452c6a,1425211200,0,0,20150301,20081121,9842,4,3,1
18a94d71f7bc26d49b9f084c48340056,1425139200,1,0,20150301,20140613,685,4,3,0
1960c0f26c111eeb6080b5fe77b59947,1425211200,0,0,20150301,20081121,8032,4,3,1
19acf5add1e65f3702d084d0fddff668,1425222000,0,0,20150301,20121201,4636,4,3,1
1a83d6fd00f72c6a4eabc55c69a1e7d2,8551101600,3,0,20150301,20030325,82020,4,3,3
1aa4150ecb6357622ce10ec01797f4e6,1425171600,1,0,20150301,20140117,6703,4,3,0
1b464334a8b2804e90a5b9f21d3d5fe2,9976186800,3,0,20150301,20030325,94386,4,3,4
1c0c2aafcceef908a92e3983e87fee66,27078300000,4,0,20150301,20070514,255652,4,3,15
1c30c2e24716400005b51565230dd5a1,1425171600,1,0,20150301,20141017,781,4,3,0
1d867bd2278fccf5d278c87316bcdd8b,34204550400,6,0,20150301,20131029,391535,4,3,18
1d94b3b2ff17fed96a2e39e943c200a4,2850393600,0,0,20150301,20121201,8755,4,3,2
1e559ceb94133fae90fa486cfe18bacc,5700675600,2,0,20150301,20090518,127021,4,3,2
1efc416ff267d81640f1df4140646ea1,2850325200,0,0,20150301,20041130,17432,4,3,2
1f1065bfbab8cc6f360259b95b7f34ca,1425142800,1,0,20150301,20131118,21894,4,3,0
1f1d23257fdcb7da6c2cba6bce64d717,7125861600,2,0,20150301,20120620,21438,4,3,3
21242fa5defeb4831ab24a13ab632a6b,4275446400,2,0,20150301,20001024,5001,4,3,1
2149f216acfd569e61c07800abe756d0,4275442800,2,0,20150301,20001024,5087,4,3,1
223351a273c187f1119f5ff33b8e848d,2850393600,0,0,20150301,20121201,6703,4,3,2
2292162b13d23684522d015c75d09676,2850318000,1,0,20150301,20030325,70826,4,3,1
238646cd9ad5f12ed98fc6eb5309753c,2850318000,1,0,20150301,20030325,10057,4,3,1
23e6b4814219f98358046304da07e3f6,2850285600,1,0,20150301,20030325,7854,4,3,1
2678e298ba128deb535e65e0d68a0373,1425142800,1,0,20150301,20030325,8874,4,3,0
26d15546cee70da89974a9a5c570edba,25653326400,4,0,20150301,20120620,130678,4,3,14
2bbc2e5af7469aafc54d11fb20a9ce3d,5700639600,3,0,20150301,20001024,52018,4,3,1
2bf38f8d22a08768c8a890cf4a84802b,1425139200,1,0,20150301,20140613,1001,4,3,0
2e1470370688b82d8c71a3b7f4fae276,8551098000,1,0,20150301,20140920,6750,4,3,5
2ff91cb7e1cecf1efcb7b4e755b5aa75,7125883200,1,0,20150301,20110708,108561,4,3,4
307160bef62bb7db135292b9d9091572,1425222000,0,0,20150301,20140812,9301,4,3,1
30ae4a33675786a4ebf70ac5cc4f6b98,1425139200,1,0,20150301,20140613,1329,4,3,0
313759b08fba527f900471ff0d8ed95f,1425207600,0,0,20150301,20140812,5979,4,3,1
318c53c46dd0a9e60b46664c35412281,4275482400,2,0,20150301,20120620,5241,4,3,1
31a3d0420d89c9b121bb55dbdbbeda6b,119716358400,12,1,20150301,20030325,657322,4,3,71
33247f19712ca8a8081aac0790137848,2850393600,0,0,20150301,20121201,6034,4,3,2
33fbd914eb8e0cd4f6c6a431820a2a80,1425214800,0,0,20150301,20110531,2881,4,3,1
33fe12fe79b4256660f35e1977b62a66,245131927200,33,0,20150301,20070514,2120486,4,3,139
34f5d73114afaf00befb831945596c8d,2850318000,1,0,20150301,20030325,11043,4,3,1
35f21c725cfa46d75ed8dd94618302cc,1425218400,0,0,20150301,20121201,6206,4,3,1
362689207dd1a8ca672a17332cd2113e,4275565200,2,0,20150301,20081121,4767,4,3,1
368dae0eadb63ae12f8e7cb9bc102446,2850289200,2,0,20150301,20120620,5310,4,3,0
36d92d9cc4ddf1c3403c5d7612aa905a,1425222000,0,0,20150301,20121201,5033,4,3,1
38ea0621e01ffc3903bd3749358d4c19,14251802400,3,0,20150301,20100908,245537,4,3,7
3ad28437b678ed4a1b1f750fc2bdd1d6,1425193200,0,0,20150301,20121116,11124,4,3,1
3ae205b0b22e774ba24dd9d8272e5860,1425211200,0,0,20150301,20031118,6404,4,3,1
3b22f4044c93ac61045975e1ebbd1ca9,2850393600,0,0,20150301,20121201,8143,4,3,2
3ba91cfe69d13a5427225dd2cee1a57d,2850343200,2,0,20150301,20141212,1906,4,3,0
3d253ef98aeb7e35e332ed0a9419459d,1425139200,1,0,20150301,20140613,855,4,3,0
3d8a58457e89b9b0943c9ef9dadd2dc7,1425211200,0,0,20150301,20081121,3736,4,3,1
3e33d81973b10fb07a1f82df19d5bfa8,1425211200,0,0,20150301,20081121,6228,4,3,1
3e92249dbc8ef0870e5bb1482022b6f8,1425139200,1,0,20150301,20140613,895,4,3,0
3e9cb62ffd876c8609570ee896892614,1425139200,1,0,20150301,20140613,1125,4,3,0
3eb168e1afaadf802880648b289ced41,4275561600,0,0,20150301,20070402,47898,4,3,3
3fadcea80b073d9ccd1b487b8763ba1f,2850393600,0,0,20150301,20121201,6635,4,3,2
40123ae12e2692566221869db87521d9,2850289200,2,0,20150301,20120620,4527,4,3,0
405d277f47abbbb6df3641928a803d86,4275446400,2,0,20150301,20001024,5593,4,3,1
